,trna.rep.1.tp.1,trna.rep.2.tp.1,trna.rep.3.tp.1,trna.rep.1.tp.2,trna.rep.2.tp.2,trna.rep.3.tp.2,trna.rep.1.tp.3,trna.rep.2.tp.3,trna.rep.3.tp.3,trna.rep.1.tp.4,trna.rep.2.tp.4,trna.rep.3.tp.4,rbf.rep.1.tp.1,rbf.rep.2.tp.1,rbf.rep.3.tp.1,rbf.rep.1.tp.2,rbf.rep.2.tp.2,rbf.rep.3.tp.2,rbf.rep.1.tp.3,rbf.rep.2.tp.3,rbf.rep.3.tp.3,rbf.rep.1.tp.4,rbf.rep.2.tp.4,rbf.rep.3.tp.4
VNG_0143H,3.1036,4.64575,6.98599,3.36005,6.68958,7.88694,29.9354,4.86556,5.96376,2.37579,3.30309,6.49995,6.56537,0,0,0,0,0,0,0,0,0,0,0
VNG_0144H,121.029,106.821,99.8766,113.517,107.891,113.524,147.526,132.872,127.743,33.3606,35.1472,33.0188,17.4885,28.3109,34.4582,138.825,65.9479,117.473,100.908,166.01,152.294,31.0265,23.9476,36.0557
VNG_0146H,594.823,526.377,429.66,327.77,372.367,383.704,146.945,148.523,108.627,77.0199,71.6103,54.7194,72.2193,30.0651,7.44378,18.4583,23.9073,64.9156,82.1595,80.2924,109.164,28.5783,49.6577,60.5661
VNG_0147C,165.626,155.655,138.574,105.141,131.644,120.85,109.645,45.0491,39.2973,20.6933,21.8808,32.5606,7.61523,1.18103,0.67985,1.72695,2.40899,1.15238,0,3.25364,1.11938,3.37496,0.677245,1.74261
VNG_0148H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0149G,11.7983,11.8697,12.7909,7.08025,8.80914,7.1197,19.093,5.86142,5.12767,3.33731,4.16544,6.23819,7.68698,7.03349,4.53836,1.90208,2.14267,4.12398,0.911915,3.88616,0.832101,1.05737,0.552551,2.13062
VNG_0150H,9.72688,10.69,10.3769,7.38783,9.12449,8.82987,29.7583,7.74833,6.23636,4.31017,6.41238,6.90777,43.9738,6.40289,14.1611,17.6338,12.1016,10.1239,12.4346,7.40248,3.67038,0,2.23727,6.52176
VNG_0151C,46.0385,33.0321,39.7191,34.6207,36.2799,32.961,31.8677,22.9865,13.4569,10.0307,14.4706,11.0118,40.757,13.5738,21.0045,20.8339,6.74606,26.168,0,27.1879,6.84521,0,0,0
VNG_0152G,103.498,100.209,96.0523,98.4937,115.478,106.463,104.949,91.0458,65.8453,34.7786,45.6846,38.689,8.64661,2.93944,1.82612,6.85197,4.10109,4.40565,3.24807,1.90207,5.72008,0,0,2.12336
VNG_0153C,100.295,95.402,88.2351,127.98,146.831,114.073,468.823,402.595,358.058,157.775,171.5,140.916,16.8609,14.1114,5.75088,16.2188,13.944,6.68437,11.1634,19.8734,18.0636,1.55066,7.14561,5.66346
VNG_0154G,26.6572,27.2074,26.9183,29.0588,33.4034,30.0044,65.9765,51.0991,40.5836,28.2021,31.1833,32.392,13.7905,11.0676,8.93639,4.7023,6.06817,6.02104,6.22012,12.7745,12.8131,4.45464,3.70733,7.98296
VNG_0156C,14.678,12.4997,13.0148,14.5433,18.1497,17.9885,42.352,37.7567,29.8314,27.1365,38.7865,31.4795,0,2.63125,2.39707,8.42682,2.74116,4.17044,2.87797,1.76936,5.05417,1.16234,0,2.44481
VNG_0157G,4.80725,5.20438,4.90751,4.90054,5.62192,6.88695,17.9003,4.61236,4.53613,2.12045,2.98543,5.05691,5.46918,7.37269,2.04949,6.90424,1.8536,6.86958,1.96785,2.39705,0.841429,1.49233,0,1.42581
VNG_0158G,32.1314,31.5274,28.9594,28.4422,34.0944,33.8519,45.7419,31.5543,24.9032,13.5844,15.8243,14.1345,48.9482,47.4577,36.2888,63.3255,32.6848,44.4972,19.1264,29.2935,25.7183,5.35966,2.5232,4.51882
VNG_0159G,9.9239,9.5042,10.494,9.14002,12.2053,10.2782,29.4185,18.6216,14.4119,11.6379,15.4782,15.3913,16.7569,4.01879,7.58572,8.96009,7.36024,4.83166,3.5058,4.19602,8.7578,2.71326,8.27106,2.60699
VNG_0160G,11.3458,11.6753,11.209,14.4524,16.3488,14.9763,47.7107,37.9397,28.0293,11.4862,13.2383,12.9677,1.80797,0.697024,0.602007,1.73175,0.534171,1.42212,0.537717,1.25013,0.978736,0.129716,0.279032,0.599464
VNG_0161G,1974.56,2171.59,1641.66,1480.68,1751.08,1093.3,2258.36,2667.71,2832.29,4935.52,4495.75,4990.58,81.4571,39.864,17.5662,42.7563,16.764,19.8825,5.9917,21.8021,34.8755,19.8469,9.5664,44.5356
VNG_0162G,550.572,651.453,485,384.091,535.235,337.334,1073.89,803.701,1008.94,1721.85,1726.6,1747.54,179.01,146.53,84.1716,169.672,98.4086,82.7809,79.4597,140.84,203.68,140.212,83.6305,236.807
VNG_0163G,36.2563,37.338,31.1383,28.6321,32.3905,29.0963,41.9871,27.8995,29.592,14.6222,20.168,17.9109,50.2836,35.9092,25.9986,29.6535,25.0838,28.1684,14.1392,15.7405,16.8148,5.70197,8.88698,8.92662
VNG_0164G,6.9618,6.97946,7.05819,4.73837,5.97169,5.59445,30.3171,5.53496,7.22097,4.86548,4.36691,7.38517,12.2043,11.8192,4.80572,10.6871,8.10725,4.4321,6.34223,1.30401,3.75578,2.37343,3.71215,2.9618
VNG_0166G,483.419,398.712,420.172,350.102,362.26,374.571,295.931,274.571,187.419,151.464,156.735,173.044,47.9821,45.8924,27.1899,35.1022,33.2729,31.4214,20.0739,22.4252,13.7117,16.592,12.5887,12.706
VNG_0167H,11.6957,4.30187,15.1219,8.10458,5.61559,5.65844,27.3538,26.3074,7.05882,7.51656,7.38539,13.5616,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0168H,58.711,49.8771,43.7517,35.0348,46.2095,40.8339,92.401,49.8143,59.4431,47.3177,52.7577,47.6282,71.0152,47.4408,31.527,37.4737,28.1805,33.623,19.4988,20.3399,13.7246,11.0443,3.87577,6.94187
VNG_0170C,13.9597,10.8977,12.8222,7.15312,8.88164,10.7039,29.8433,9.40453,5.34358,8.32269,11.0764,11.3084,22.4491,14.953,4.62773,11.4754,11.1472,2.88268,8.51297,14.9751,0,2.96115,0,6.27557
VNG_0171C,4.6352,5.08959,5.64692,3.98984,5.58441,5.80311,21.7012,5.80892,4.84697,3.63895,5.6546,6.52793,0,1.46077,3.7905,0,1.4944,1.1077,0,3.74089,0,1.14721,1.89569,0
VNG_0172G,12.3894,12.1389,10.6013,7.71226,9.13356,9.00065,26.6617,3.77373,4.65743,3.33631,3.66417,5.70788,14.3532,9.44039,6.23598,4.8484,2.80207,6.19301,0.621633,2.07763,1.18721,1.08972,0.793499,0
VNG_0174G,54.2838,55.0203,52.9803,53.0879,45.4728,61.1912,33.2271,19.8592,16.038,6.97671,7.8083,9.66949,31.0528,26.0817,13.6724,22.4092,8.80444,25.2333,2.33908,4.06833,2.93617,0.567089,1.73517,2.21723
VNG_0175G,84.0907,88.1472,85.8863,74.7189,76.141,102.076,53.1101,56.6997,49.352,59.6158,68.7825,62.8324,3.98223,8.90771,9.03245,9.45886,15.2264,10.9323,0,3.23192,7.82961,4.85726,7.11792,26.2003
VNG_0176H,12.7416,12.8711,11.8666,10.5813,10.0929,13.6324,32.5884,18.3069,21.732,181.871,205.331,183.649,13.9721,3.83962,2.76351,6.14309,2.61578,1.27287,1.43086,2.46046,1.2601,11.3783,5.77112,10.8971
VNG_0177G,1490.32,1375.78,1411.4,1146.06,1051.81,1282.22,197.175,236.771,147.401,82.4435,77.3797,69.4095,375.612,292.073,191.036,245.311,183.748,198.531,4.97578,33.621,23.9078,9.24002,5.753,11.1705
VNG_0178H,51.744,47.1751,43.2159,42.7306,47.5941,41.5085,60.5965,39.3978,32.3259,19.533,20.7345,23.4928,53.8748,29.5272,24.8732,22.6548,25.9253,31.5609,9.75943,26.1783,11.3415,7.92401,4.54661,10.6129
VNG_0179C,76.4833,66.7335,62.8715,37.7408,40.6957,41.1785,55.5927,33.4749,30.7604,24.9438,21.7468,28.7362,50.3503,19.8235,13.4021,14.3158,8.72353,12.8986,6.61575,8.20063,17.3766,5.3955,4.2093,10.6513
VNG_0180G,5.12462,8.76329,10.2545,15.4118,19.0183,18.1377,89.3044,60.9807,74.8912,22.3982,23.9668,26.6734,0,5.08971,2.21121,12.2083,6.48662,6.89113,32.588,22.9617,35.62,13.3226,6.92947,16.9129
VNG_0181G,44.818,43.8676,33.4958,27.0035,42.6286,29.5796,64.7547,30.2662,23.8715,20.6922,22.7826,25.7104,9.23064,5.85432,2.87402,6.16636,4.02297,4.1762,0,1.24096,2.72882,1.52981,1.17948,0
VNG_0183G,316.346,282.281,215.398,240.258,271.942,183.276,184.425,154.024,87.1611,97.9442,75.5183,80.9375,60.2559,30.4248,22.3846,33.9229,32.0282,26.0158,5.0175,6.54977,11.4033,6.56573,1.56833,13.1138
VNG_0184H,13.9786,12.2805,10.6337,9.25839,8.2153,11.1613,11.1484,7.19737,5.4266,2.93882,3.75463,3.07436,13.4688,4.81026,2.50769,2.17054,4.44334,2.07181,3.09325,1.79027,1.29583,0,0,0
VNG_0186G,199.112,191.978,146.752,152.831,181.901,145.131,113.297,103.576,74.3731,20.2683,23.9526,22.4994,77.0048,33.9502,23.6205,42.7116,23.2683,16.8721,23.9407,19.1997,6.92089,6.77479,8.5968,4.40734
VNG_0187H,66.6599,60.6456,54.1591,44.5704,47.6566,50.2544,44.3981,30.6689,19.4175,14.2852,17.2497,17.7217,24.48,14.5304,8.35977,6.07171,9.40449,8.10335,2.174,2.59493,2.74914,0.778764,0,0
VNG_0188H,5.44633,7.02892,6.75073,4.99278,7.14234,8.02489,37.5059,7.73731,8.3979,5.47557,5.41433,7.85622,0,3.60002,1.3855,0.963081,0.623701,2.30614,1.26205,0.822212,5.76979,1.4736,2.1734,6.51418
VNG_0189C,9.83299,11.9738,10.6607,7.6669,9.93504,11.3017,45.3124,7.29351,9.83716,6.40512,6.69187,11.0283,3.61024,3.98604,3.05012,4.19957,2.81823,3.13061,0.546836,1.95558,3.13971,0.476209,2.66538,4.99422
VNG_0190C,90.5652,85.0716,71.7335,56.1376,63.766,63.4727,60.0537,34.395,29.8471,29.6208,27.7093,30.1532,84.2579,51.1803,34.7799,60.9207,32.9099,54.2965,8.41608,12.5615,21.7794,8.87149,11.3739,20.3529
VNG_0192G,2146.1,2746.75,2238.75,3195.71,4430.81,3210.26,7191.74,5058.52,6000.76,5989.54,5424.15,6050.66,381.189,301.512,219.743,552.662,293.997,278.283,166.815,337.742,353.211,174.479,122.818,259.777
VNG_0194H,5219.41,6447.05,5424.24,7428.46,10172.6,7616.88,31495.5,13210.4,14688.6,14944.4,13672.5,14403.7,486.958,621.68,602.3,248.92,913.475,958.795,369.321,1010.6,708.807,942.074,372.034,272.255
VNG_0195H,279.934,270.014,202.103,228.984,220.723,213.05,160.821,210.562,136.326,164.416,125.057,116.794,30.7908,41.5625,38.3577,30.7786,17.7996,19.9746,31.0184,9.06971,18.8859,8.3318,0,16.4727
VNG_t06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0196H,7.52017,10.8734,5.23039,3.41418,8.71557,5.01833,28.6564,3.4997,5.63426,1.79989,1.63748,7.81784,0,12.7872,10.5532,39.2532,8.4735,32.8687,0,0,0,0,0,0
VNG_0197C,62.251,54.6805,50.5865,49.4198,47.1932,51.0396,41.8637,39.7175,28.5768,9.44245,14.2819,11.9152,64.911,53.8296,32.5375,65.8228,44.4736,49.2501,15.2417,13.6577,10.2528,11.0584,2.2306,6.07596
VNG_0198H,3.26626,4.02198,4.49908,2.10295,6.17391,5.81949,34.6486,3.50081,6.22102,4.5887,5.91923,10.3767,11.6722,0.860418,0,0,0,2.42465,0,0,0,0,0,0
VNG_0199H,4.47672,6.29828,5.20934,4.57568,6.01848,6.49757,24.9319,7.55217,7.02487,3.10725,4.35985,4.02296,11.0473,1.83961,2.27733,0,3.65707,2.83716,0,0,3.71083,5.82879,0,0
VNG_0200C,0.71275,1.84529,1.80783,1.40548,2.13167,2.08491,17.1889,2.16289,2.33026,1.84224,2.13467,3.76961,0,0,0,0,0,3.95703,0,0,1.63604,0,2.06136,0
VNG_0204H,1.50267,2.30807,2.68469,1.46673,2.41874,2.65037,14.2403,1.95961,2.02566,1.42542,2.16901,3.17588,9.92385,2.25923,3.68635,2.39948,0,3.49977,0,0,1.45774,0,1.85688,0
VNG_0203C,0.814408,1.64222,2.11361,1.02632,2.06872,1.95031,17.022,1.83871,2.68798,1.3301,2.02278,3.8356,0,1.72172,0,0,1.18871,0,0,0,0,0.876608,0,1.54229
VNG_0205H,1.75578,3.65955,3.02683,1.62223,4.68345,5.09672,53.383,3.51049,7.5355,3.91177,7.63775,9.95323,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0207H,2410.17,2780.51,2680.92,3079.42,3334.74,3855.16,6600.37,3489.2,3727.6,4301.7,4006.04,3964.49,55.5058,13.8776,12.599,44.7172,13.4403,21.1208,15.2439,28.7439,25.5526,21.5648,8.65662,38.7649
VNG_0208H,3167.72,4055.24,4070.92,4786.25,5636.48,6551.27,11161.7,5194.86,5933.43,7083.98,6091.98,7068.24,86.3807,62.6244,51.8284,80.9407,50.2336,44.8634,23.3123,42.1578,50.8584,53.177,22.4797,74.0151
VNG_0209H,2266.68,2916.4,2955.58,3241.44,3832.52,4519.64,7013.91,4084.69,4095.57,4873.4,5025.53,5342.3,199.221,53.4521,51.4602,69.7764,125.846,82.0233,58.0208,36.2447,56.1829,81.0089,51.7634,74.1146
VNG_0210H,68.939,82.224,87.9013,54.4919,78.4631,99.707,301.817,26.5411,71.508,20.9425,29.9061,149.941,39.888,30.554,24.668,24.4676,10.5635,24.5856,0,3.54775,5.3594,8.4183,3.65691,0
VNG_0212H,96.7764,111.104,114.419,152.462,170.017,173.184,464.285,271.102,223.498,129.27,107.956,127.812,16.0423,3.37594,0.846014,4.51651,5.07393,3.08305,5.41628,5.911,4.44362,5.42042,3.59592,2.11526
VNG_0213H,16.1133,22.5422,17.8938,21.8786,27.447,20.5928,111.088,24.1609,19.0274,24.5801,24.3698,23.3831,14.0456,7.45536,5.19411,12.8722,7.18735,7.9824,5.40707,11.0884,6.5673,8.68231,7.23778,4.71183
VNG_0214C,21.4035,37.3347,32.5554,14.0202,26.2629,30.5724,114.564,8.70445,22.1876,7.72868,9.2888,22.1916,4.02715,7.39818,0,2.04301,0,0,0,0,0,0,0,0
VNG_0215C,9.73929,14.4768,13.0303,9.57109,13.1599,15.915,62.6104,10.9493,18.7101,6.49032,7.18274,12.243,0.635469,0.541858,0.24524,0.52295,0.226844,0.2244,0.677368,0.435084,0.294849,0.177943,0.379038,0
VNG_0216H,5.05344,10.4554,16.6612,4.37724,13.9516,18.9478,108.586,17.7606,29.737,12.6661,8.3765,23.4386,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0217H,24.882,36.371,31.2232,22.0029,30.2572,31.7138,116.264,18.1076,26.3512,13.0012,13.1621,26.2954,5.08471,1.59316,0.509359,1.32326,0.838594,1.89561,0,0,0.902863,1.45976,0,0
VNG_0218G,2.08796,2.17808,3.03396,1.9901,2.76162,2.78597,18.1881,2.43868,2.9476,2.61752,3.22632,4.49198,3.76692,1.17785,2.46936,1.86916,1.26903,0.859079,0,0.763729,0.541441,0.479438,0,0
VNG_0219H,10.1396,10.1012,10.9672,11.5631,17.105,14.2256,34.0522,35.3502,36.1044,8.99945,24.6434,13.3044,5.17936,5.38048,7.52427,21.9696,10.375,16.0107,4.02809,18.8321,23.0366,6.51998,2.17758,4.93278
VNG_0220H,24.2932,28.8398,22.8585,33.2139,35.3416,33.5268,81.3873,73.8176,79.2117,25.9985,36.2819,29.4734,40.6541,49.817,52.3611,88.6821,100.771,57.2993,38.6857,81.335,152.314,24.4155,20.0989,19.5812
VNG_0222C,14.6967,14.5379,13.8126,18.7836,24.5691,21.2306,48.0264,41.9526,49.187,13.9166,21.1399,16.0193,14.7768,5.89796,7.38727,16.906,13.2138,7.65607,13.0741,13.3553,6.21435,4.27566,2.65679,7.41992
VNG_0223G,10.397,12.6858,10.4405,11.3903,16.1352,11.8248,39.4703,18.5633,14.8717,7.9612,10.6228,11.1225,16.444,6.4246,2.82752,7.67371,7.11388,8.05715,11.4759,3.77079,5.57441,1.60197,0,1.45172
VNG_t07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0226G,68.2649,57.6856,61.4806,71.1527,77.0871,65.9195,106.645,187.143,148.706,78.5755,99.2011,84.2211,60.0306,30.3253,26.5038,51.5586,38.1441,28.2296,26.5527,47.023,58.1246,4.99606,7.75885,5.61083
VNG_0227H,307.205,272.181,258.891,336.133,330.797,282.73,460.316,776.25,694.23,387.599,394.294,355.344,98.7746,24.6721,20.3618,12.6227,8.17453,25.3672,0,0,16.5894,0,0,0
VNG_0228G,152.76,133.914,112.979,87.6055,111.192,84.1394,54.3363,57.8351,39.887,45.4419,35.7291,45.8626,16.7671,10.6797,12.4986,16.4849,8.45682,6.15151,5.83061,3.64543,0,0,0,0
VNG_0230C,58.8738,54.2361,48.2203,37.6872,43.7577,35.8485,41.7259,25.9597,19.1642,20.1874,21.1484,22.5984,25.7598,17.4652,16.8274,20.6961,13.7253,11.1421,6.40972,5.92423,7.39148,9.78338,6.38028,8.89989
VNG_0231C,92.6098,75.3364,73.5882,91.9326,88.2152,84.7628,77.6956,117.932,79.4455,55.535,51.188,37.2984,22.2197,28.1195,21.0739,36.423,17.8463,29.4061,6.49033,13.9628,18.9925,5.78906,3.92393,2.23273
VNG_0233H,498.519,429.854,418.603,371.745,335.304,349.652,125.793,240.396,195.401,97.7267,107.496,89.614,68.7266,131.611,106.257,105.394,34.1266,70.6012,26.062,30.5637,11.5428,0,0,19.2123
VNG_0234C,1912.57,1819.4,1699.59,1474.44,1489.81,1546.7,859.429,1040.01,861.78,537.666,486.549,542.965,200.406,140.513,134.809,145.576,87.292,73.1388,0,32.8349,53.145,13.9129,14.5051,17.6914
VNG_0237H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0239C,2336.79,2057.59,1939.44,1559.39,1449.07,1753.67,503.948,698.186,432.29,218.383,208.95,204.528,60.4025,47.7768,37.3548,7.71904,19.9955,15.5125,0,6.71547,30.4341,3.9837,6.92209,0
VNG_0238H,268.114,249.676,190.761,238.771,236.133,231.437,231.07,233.56,188.319,107.569,106.018,98.238,50.9927,33.9654,10.5118,0,16.8805,0,0,22.6772,0,0,0,57.0194
VNG_0240C,41.5075,35.0677,33.9098,25.6609,27.3109,27.8039,51.053,17.868,19.1827,16.5179,15.0213,22.3227,12.1693,8.35578,13.8284,6.03643,8.15739,12.7754,11.8642,3.53621,8.38997,4.23848,4.85661,7.66783
VNG_0243C,18.9626,17.8238,18.426,13.2816,14.2134,14.5321,24.4461,8.60841,8.10132,4.73746,5.14048,7.01787,19.0226,10.3231,5.64123,4.47099,2.59806,6.35999,0,0,2.19748,0,1.85823,2.62876
VNG_0244H,17.9642,15.0332,13.1692,23.1885,21.8404,19.9196,43.0932,33.0734,26.326,15.6477,15.6226,13.7918,12.9346,7.38665,10.229,12.8108,2.17967,14.3797,7.69034,8.2617,8.68783,8.72036,5.63679,6.88987
VNG_0245G,67.3731,62.631,54.1306,45.1432,50.6751,43.5221,51.2557,30.6959,31.6854,23.6767,20.1307,21.418,6.26576,0.314564,0.34997,0.527083,0,0.533417,0.724211,0.591607,0.354028,0,0,0
VNG_0247C,44.7523,32.4809,34.8523,49.9015,43.4102,53.413,28.6142,22.2076,14.899,10.967,11.0256,12.6345,43.4579,24.7865,23.2857,60.6334,32.8359,64.513,5.1786,6.02905,8.23978,5.96473,0,1.89549
VNG_0248C,129.99,83.231,108.78,187.295,233.679,218.028,36.3328,30.5444,17.2295,10.8066,15.8276,14.9906,35.3868,19.2771,16.4563,35.6614,28.8556,49.6652,0,10.8012,0,2.27953,0,4.39132
VNG_0249G,137.824,90.9611,117.576,236.72,251.707,258.7,36.3681,29.1811,16.5295,10.4667,14.6772,15.45,37.2826,17.3327,15.2359,48.4931,33.7202,28.9289,3.30908,5.83071,3.36826,1.13095,1.6075,1.5184
VNG_0250C,44.9351,54.0027,45.8298,36.5761,43.011,43.9056,76.6547,27.9036,31.5171,16.5012,15.7376,22.7332,20.7359,21.1531,10.3827,11.8824,19.6221,8.47028,19.7862,14.7891,9.42233,3.47938,1.45754,9.18789
VNG_0251C,24.4341,25.0114,21.5297,11.7374,20.0371,18.9703,54.1155,8.67684,10.2555,6.87821,10.8937,13.4502,166.83,70.8072,62.4873,54.5446,50.7145,46.9943,11.2922,18.0083,17.8149,2.46303,12.3438,11.5904
VNG_0252C,84.5102,87.4148,60.0162,48.0547,57.8814,57.9055,73.8,32.7723,30.3196,19.3777,17.1044,26.1204,254.183,107.09,89.4843,122.889,75.8383,83.9626,15.109,39.2747,47.6971,27.6241,8.9301,17.4346
VNG_0254G,353.053,439.139,344.105,353.927,442.813,296.472,735.009,629.414,674.671,648.935,558.61,788.349,315.039,232.2,167.27,272.408,204.658,167.56,125.413,200.811,179.173,124.653,71.806,202.224
VNG_0255C,71.0644,65.1835,56.2322,44.2175,54.5826,46.5637,36.3872,19.4285,13.2916,6.11297,7.9266,7.35482,52.8327,26.691,10.4111,12.4888,8.00578,12.2343,0,0,4.01422,0,0,3.45543
VNG_0256H,107.548,109.671,98.0478,71.1621,101.419,81.2397,57.9519,35.9092,26.026,12.5246,18.2305,16.1486,2.88778,2.40173,1.38511,5.30034,0.728616,1.42807,0,0,0.512238,0,0,0
VNG_0258H,4794.64,4710.44,5329.82,5073.63,4915.96,4998.56,3345.48,5180.98,4202.8,4774.12,4644.64,5113.29,720.001,469.42,432.693,548.949,339.342,510.854,92.5538,255.071,217.256,160.969,106.286,361.612
VNG_0259G,1713.09,1723.24,1567.93,1306.9,1330.69,1507.12,584.221,733.013,505.353,149.105,150.755,145.97,388.93,162.307,146.952,161.419,67.7533,117.627,50.5943,53.0617,45.6468,2.14778,6.7698,4.24447
VNG_0261H,113.059,107.547,133.073,149.935,179.699,181.07,615.46,666.453,712.941,560.735,540.365,519.862,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0262C,29.7245,28.9463,26.9757,32.7017,40.6482,35.7882,110.002,106.411,86.6421,52.2381,62.4126,48.1011,18.9441,3.12976,2.79617,6.36394,5.84746,4.96885,3.25961,16.4452,10.3039,3.5772,2.97792,7.09924
VNG_0264H,149.467,144.069,125.144,138.537,154.848,123.223,149.288,153.285,112.026,69.1353,63.6492,57.0757,34.5998,21.1829,17.4294,34.9287,18.3478,17.2101,11.6165,16.5504,20.4482,8.45292,7.21426,8.69254
VNG_0265G,110.949,107.904,98.8986,120.581,130.471,115.104,203.898,167.733,145.455,118.597,96.4718,95.9744,84.8552,59.5474,45.5573,35.1812,65.5224,52.4066,57.8274,43.5609,62.3274,33.0744,28.7754,35.4893
VNG_0266H,60.8822,49.425,53.3938,39.5253,52.6093,46.0244,40.7327,39.2069,29.4841,24.0696,31.9376,28.1263,0,12.7021,8.33828,13.9374,27.7277,14.009,0,0,4.57421,1.92882,0,4.04838
VNG_0267H,23.989,20.994,18.6572,16.4783,20.6286,17.1805,27.8355,14.8095,10.3991,9.03659,10.9666,10.8876,40.5339,7.4336,13.7877,15.8207,4.69797,6.93371,0,4.07709,1.52033,6.69377,0,0
VNG_0268C,32.9566,30.8709,35.6079,24.7752,26.6546,27.9681,46.3755,28.3195,21.2941,19.3348,25.3155,24.8817,2.90001,2.2942,2.77043,2.789,1.97605,5.60699,1.99778,4.88521,7.25165,3.23157,3.73261,4.70277
VNG_0270C,88.3422,89.2735,73.8838,55.2237,64.318,45.858,61.2393,55.682,29.7359,10.7509,14.9899,16.5526,70.666,44.7273,33.3346,31.4561,32.4214,20.6932,21.1418,12.7283,6.99608,3.2084,1.87325,6.6095
VNG_0271C,20.2604,17.4673,18.5767,9.95741,12.8671,10.3413,28.3562,6.92008,4.95928,3.55131,4.0846,6.10768,17.9215,8.0676,6.26599,8.71744,1.23262,6.11936,0,3.0552,2.27129,0,0,0
VNG_0272H,23.4519,25.4276,23.0853,12.4134,18.807,16.6129,31.0073,7.86225,9.20624,3.66335,5.64704,7.01333,25.1501,12.6184,6.81535,13.4552,6.23891,1.70059,5.47282,0,0,2.02017,0,4.21435
VNG_0274C,67.0796,57.3918,55.8269,51.3723,60.6824,51.9145,76.58,89.6948,77.9882,97.0325,106.78,97.0812,4.93844,12.866,9.04987,9.57928,7.53224,17.1913,0,3.95196,8.54129,4.8281,8.83618,7.59268
VNG_0277G,15.6228,14.8641,12.6183,13.8043,15.9116,13.4345,41.3086,31.0809,23.8174,20.4193,24.6075,22.1119,22.3325,8.98176,5.59189,13.3172,12.3253,10.9419,9.31667,12.1692,7.98406,11.3137,7.32025,5.15859
VNG_0280H,24.3842,19.4214,18.8305,22.846,23.7896,24.6115,39.438,47.4893,36.1258,21.2286,37.8413,26.0118,28.515,13.139,7.04498,15.2067,12.5284,18.0996,2.44365,10.2175,15.113,6.97062,5.85281,5.88074
VNG_0281G,35.3328,28.5236,29.7943,27.7936,32.4209,25.0074,30.2198,45.5096,20.6732,11.7764,20.5685,13.8872,32.073,32.7323,27.7084,28.286,23.9474,23.2435,12.4253,15.7404,17.0183,7.8367,1.19499,5.67923
VNG_0283C,208.085,183.202,178.525,195.288,207.401,163.949,274.064,281.443,172.424,190.829,177.359,202.086,165.333,94.8897,56.8772,136.302,110.508,68.7408,43.6179,113.807,56.1331,21.2938,21.5102,74.3319
VNG_0282H,109.16,66.6791,54.439,83.7474,71.1308,73.5597,82.0613,113.999,49.4118,72.1589,59.0831,65.5478,0,0,0,98.3558,0,0,0,0,0,0,0,0
VNG_0284C,65.9761,63.8629,60.7181,47.2164,49.7079,52.6444,47.525,26.1139,23.9692,27.2688,25.2887,26.9141,39.9983,11.2679,8.60151,5.72336,8.3619,7.30766,2.27598,2.70224,4.10609,3.77453,2.46922,2.89537
VNG_0285C,791.109,842.922,790.192,1042.46,949.203,1119.2,769.142,654.88,503.723,187.4,183.682,190.7,109.426,115.956,108.686,232.359,79.0344,132.849,37.3011,39.8154,50.1225,15.3631,4.56005,12.2761
VNG_0286C,448.934,446.215,430.17,551.014,538.509,613.942,504.948,568.508,457.519,199.052,226.947,189.903,64.0217,35.5395,22.2658,51.9526,30.5904,49.1487,4.93536,22.858,21.2219,9.07348,0,8.84349
VNG_0287H,1661.91,1478.48,1503.37,1910.57,1423.91,1919.05,1665.8,1914.69,1611.78,315.983,310.635,281.139,454.419,464.832,392.546,619.432,451.29,477.929,164.116,230.956,268.939,28.543,19.8385,60.4913
VNG_0289H,23.6455,20.7246,17.882,13.8,17.6968,16.1344,38.204,15.9688,16.6412,31.4404,31.5166,37.8314,3.54445,6.08799,1.49822,0,2.37006,3.73521,8.14872,0,6.99234,3.61735,0,12.6562
VNG_0291H,9.04386,10.3063,9.72901,6.64833,9.6876,9.1691,33.4104,25.8935,32.0615,110.42,146.819,113.288,4.92676,6.35929,0,4.84605,4.97406,1.19215,3.4039,4.19461,9.05493,14.2601,18.1585,31.0201
VNG_0293H,114.734,112.679,114.93,133.103,119.826,121.645,414.394,610.23,844.214,3786.62,3535.89,3327.58,23.0657,42.2502,19.0194,82.534,30.5425,11.8474,34.9873,82.0613,147.209,328.589,179.745,464.253
VNG_0294G,271.214,203.198,124.084,125.433,127.679,97.0236,41.2105,30.0256,19.0352,12.907,10.296,14.815,61.3003,13.3332,13.0436,8.71422,7.41744,19.2288,0,0,2.00554,2.8968,0,3.14264
